"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.107,4.140,4.197,8.05,22.99,11.54,11.26,3.31,0.089,0.042,47.95,46.07,4.091,4.116,4.156,4.197,43.72,44.62,1.17,52.10,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,4.197,4.229,4.294,9.21,23.16,11.63,12.89,3.34,0.098,0.036,46.07,46.07,4.156,4.197,4.262,4.294,44.62,45.60,0.89,54.16,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,4.294,4.327,4.376,5.37,13.48,6.77,7.51,1.94,0.082,0.043,46.07,46.85,4.262,4.294,4.335,4.384,45.60,46.42,1.83,51.30,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,4.376,4.408,4.461,4.33,10.34,5.19,6.06,1.49,0.085,0.030,46.85,47.28,4.335,4.384,4.457,4.546,46.42,47.28,1.72,51.08,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,4.548,4.603,4.660,18.10,55.77,28.00,25.32,8.03,0.112,0.037,48.16,49.60,4.457,4.546,4.701,4.709,48.16,49.28,1.44,66.80,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,4.985,5.050,5.077,11.85,24.30,12.20,16.58,3.50,0.092,0.025,52.55,53.48,4.945,4.977,5.082,5.099,52.55,53.48,0.74,65.05,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"9" ,5.098,5.123,5.148,7.78,13.42,6.73,10.89,1.93,0.049,0.032,53.68,56.94,5.082,5.099,5.139,5.148,53.68,54.18,1.06,61.72,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"10" ,5.148,5.188,5.248,71.48,199.21,100.00,100.00,28.69,0.100,0.041,56.94,55.19,5.139,5.148,5.262,5.286,54.18,55.19,1.34,126.07,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"11" ,5.309,5.368,5.408,25.79,88.96,44.66,36.08,12.81,0.099,0.068,55.80,72.51,5.262,5.286,5.400,5.408,55.80,56.80,0.82,82.19,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"12" ,5.408,5.441,5.497,32.77,116.42,58.44,45.84,16.77,0.088,0.069,72.51,57.69,5.400,5.408,5.522,5.538,56.80,57.69,1.32,89.90,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"13" ,5.601,5.628,5.661,8.81,13.27,6.66,12.32,1.91,0.060,0.028,58.74,59.45,5.579,5.596,5.694,5.718,58.74,59.34,1.98,67.82,,,  ,194.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"14" ,5.777,5.808,5.886,10.63,39.99,20.07,14.88,5.76,0.108,0.074,60.51,61.60,5.767,5.767,5.890,5.915,60.51,61.60,2.72,71.45,,,  ,194.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 54: m5s2U 4.135: +ESI MRM Frag=166.0V CID@4.0 (275.0 -> 143.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.103,4.135,4.182,24.47,52.47,100.00,100.00,24.74,0.079,0.034,48.10,48.77,4.046,4.103,4.257,4.533,47.76,48.77,1.35,72.65,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.509,4.574,4.606,12.13,28.19,53.73,49.55,13.29,0.097,0.032,47.12,47.84,4.257,4.533,4.590,4.672,47.12,47.84,0.45,59.72,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.664,4.696,4.720,11.39,19.64,37.44,46.54,9.26,0.057,0.032,46.43,54.03,4.590,4.672,4.761,4.859,46.43,54.03,2.80,62.17,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,4.859,4.891,4.915,11.71,20.51,39.08,47.86,9.67,0.057,0.031,46.78,50.29,4.761,4.859,4.915,4.988,46.78,50.29,1.02,60.50,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.411,5.436,5.460,16.41,22.99,43.82,67.04,10.84,0.049,0.031,59.43,60.53,5.396,5.404,5.485,5.542,59.43,60.53,1.34,76.40,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.550,5.583,5.591,9.31,16.63,31.68,38.05,7.84,0.041,0.024,51.68,58.71,5.485,5.542,5.591,5.656,51.68,58.71,0.68,66.62,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.708,5.737,5.761,15.97,26.60,50.69,65.25,12.54,0.053,0.032,68.66,70.31,5.591,5.656,5.770,5.803,68.66,70.31,0.90,85.56,,,  ,143.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,5.917,5.966,5.983,12.11,25.10,47.83,49.48,11.83,0.066,0.026,99.08,110.05,5.770,5.803,5.974,5.999,94.26,110.05,1.19,118.08,,,  ,143.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 55: f5Cm 6.131: +ESI MRM Frag=166.0V CID@4.0 (286.1 -> 140.1) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.144,4.174,4.223,4.18,8.24,8.05,9.04,1.56,0.079,0.027,46.25,46.42,4.142,4.158,4.207,4.231,46.25,46.25,1.58,50.43,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.231,4.263,4.312,7.27,14.46,14.14,15.73,2.74,0.081,0.030,46.28,46.35,4.207,4.231,4.353,4.459,46.25,46.25,1.04,53.52,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.461,4.524,4.603,8.66,31.15,30.45,18.73,5.90,0.142,0.051,46.25,46.25,4.353,4.459,4.597,4.760,46.25,46.25,0.89,54.90,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,4.761,4.793,4.837,5.91,10.13,9.90,12.80,1.92,0.076,0.029,46.24,46.24,4.597,4.760,4.825,4.874,46.24,46.24,0.96,52.16,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,4.996,5.028,5.085,3.10,7.56,7.39,6.70,1.43,0.089,0.031,46.24,46.40,4.898,4.995,5.077,5.101,46.24,46.24,1.57,49.34,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.158,5.191,5.212,16.54,30.40,29.72,35.78,5.76,0.054,0.033,56.25,57.43,5.077,5.101,5.215,5.223,56.25,57.43,0.56,73.49,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.227,5.256,5.286,13.62,17.07,16.69,29.46,3.23,0.059,0.016,57.75,59.03,5.215,5.223,5.289,5.297,57.75,59.03,1.07,72.00,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,5.300,5.329,5.349,9.84,14.19,13.88,21.30,2.69,0.049,0.024,59.33,60.40,5.289,5.297,5.354,5.362,59.33,60.40,0.70,69.82,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"9" ,5.365,5.394,5.419,15.46,33.13,32.39,33.46,6.28,0.054,0.049,60.76,69.94,5.354,5.362,5.403,5.427,60.76,61.92,1.34,76.86,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"10" ,5.419,5.451,5.475,20.97,45.36,44.35,45.39,8.59,0.056,0.043,69.94,63.15,5.403,5.427,5.508,5.541,61.92,63.15,0.47,83.61,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"11" ,5.567,5.606,5.621,14.37,20.40,19.94,31.10,3.86,0.054,0.025,65.14,66.32,5.508,5.541,5.614,5.647,65.14,66.32,0.24,80.37,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"12" ,5.649,5.696,5.725,31.56,61.08,59.71,68.29,11.57,0.076,0.032,66.93,68.59,5.614,5.647,5.745,5.753,66.93,68.59,0.76,99.51,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"13" ,5.795,5.818,5.832,12.02,13.67,13.37,26.00,2.59,0.037,0.020,70.12,70.92,5.745,5.753,5.835,5.843,70.12,70.92,0.64,82.63,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"14" ,5.850,5.900,5.925,19.21,49.93,48.81,41.56,9.46,0.075,0.050,71.31,76.97,5.835,5.843,5.925,5.933,71.31,72.94,0.76,91.61,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"15" ,5.925,5.958,5.993,12.57,29.46,28.80,27.20,5.58,0.068,0.039,76.97,74.42,5.925,5.933,5.999,6.007,72.94,74.42,1.06,86.22,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"16" ,6.008,6.040,6.080,19.33,39.35,38.47,41.83,7.45,0.072,0.030,74.74,76.32,5.999,6.007,6.073,6.089,74.74,76.32,1.13,94.77,,,  ,140.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"17" ,6.083,6.131,6.147,46.21,102.29,100.00,100.00,19.38,0.064,0.039,76.38,100.10,6.073,6.089,6.147,6.156,76.38,77.78,0.77,123.62,,,  ,140.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 56: m5Um 5.786: +ESI MRM Frag=166.0V CID@1.0 (273.0 -> 127.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,5.363,5.396,5.493,96.54,414.19,5.65,12.40,5.35,0.130,0.072,76.09,69.07,5.331,5.355,5.518,5.542,76.09,69.07,2.92,170.87,,,  ,127.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.640,5.786,6.076,778.71,7334.77,100.00,100.00,94.65,0.436,0.124,200.97,388.46,5.518,5.542,6.065,6.090,120.87,388.46,3.21,989.61,,,  ,127.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 57: m22G 5.214: +ESI MRM Frag=166.0V CID@14.0 (312.0 -> 180.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.190,4.417,4.491,24.06,177.85,18.62,7.55,10.27,0.301,0.075,45.74,53.42,4.190,4.385,4.475,4.499,36.53,44.90,0.36,66.93,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.491,4.531,4.579,18.37,49.29,5.16,5.77,2.85,0.088,0.041,53.42,47.36,4.475,4.499,4.572,4.612,44.90,47.36,0.76,64.40,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,4.991,5.027,5.105,53.72,161.79,16.94,16.86,9.35,0.114,0.044,58.83,62.00,4.824,4.921,5.108,5.140,58.83,62.00,2.06,113.53,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.149,5.214,5.294,318.54,955.15,100.00,100.00,55.17,0.145,0.045,63.21,67.26,5.108,5.140,5.295,5.311,63.21,67.26,1.39,383.57,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.310,5.401,5.434,39.33,190.12,19.90,12.35,10.98,0.124,0.093,67.70,95.25,5.295,5.311,5.417,5.442,67.70,71.14,0.53,109.57,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.434,5.442,5.506,33.72,90.14,9.44,10.59,5.21,0.072,0.075,95.25,73.15,5.417,5.434,5.539,5.564,71.14,73.15,2.54,105.09,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.941,6.006,6.030,23.06,52.64,5.51,7.24,3.04,0.089,0.026,86.92,90.62,5.842,5.850,6.022,6.039,86.92,90.02,0.37,112.23,,,  ,180.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,6.030,6.088,6.121,17.93,54.32,5.69,5.63,3.14,0.091,0.056,90.62,99.67,6.022,6.039,6.105,6.129,90.02,93.17,0.86,109.96,,,  ,180.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 58: mcm5Um 6.310: +ESI MRM Frag=166.0V CID@12.0 (331.1 -> 153.1) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.856,4.888,4.984,28.35,78.23,6.67,13.31,3.71,0.128,0.035,47.59,51.52,4.636,4.774,5.025,5.099,47.59,51.52,4.67,76.90,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.384,5.416,5.457,29.53,75.81,6.47,13.87,3.60,0.073,0.086,58.06,67.53,5.359,5.376,5.530,5.546,58.06,67.53,2.90,91.80,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,5.557,5.628,5.640,20.10,64.15,5.47,9.44,3.04,0.083,0.031,61.69,95.85,5.530,5.546,5.636,5.652,61.69,95.85,0.84,110.84,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.758,5.783,5.816,31.13,63.28,5.40,14.61,3.00,0.058,0.038,116.19,117.91,5.742,5.750,5.816,5.840,116.19,117.91,1.38,148.07,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,6.005,6.046,6.071,60.12,152.26,12.99,28.23,7.22,0.066,0.050,219.84,256.72,5.816,5.840,6.054,6.079,219.59,219.59,0.90,279.72,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,6.071,6.128,6.170,120.27,502.67,42.88,56.47,23.84,0.099,0.094,256.72,281.99,6.054,6.079,6.162,6.178,219.59,219.59,0.68,339.86,,,  ,153.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,6.170,6.310,6.318,212.99,1172.19,100.00,100.00,55.59,0.148,0.121,281.99,322.80,6.162,6.178,6.318,6.335,219.59,219.59,0.17,432.58,,,  ,153.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 58: mcm5Um 6.310: +ESI MRM Frag=166.0V (331.1 -> 185.1) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,4.888,4.936,4.969,10.05,21.34,5.80,10.80,1.27,0.081,0.033,45.74,46.80,4.798,4.888,4.961,4.969,45.74,45.74,0.93,55.79,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,4.969,5.001,5.106,8.28,19.92,5.42,8.90,1.19,0.138,0.033,46.80,45.87,4.961,4.969,5.090,5.115,45.74,45.74,1.14,54.03,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,5.106,5.147,5.188,15.17,31.18,8.48,16.30,1.86,0.081,0.030,45.87,47.33,5.090,5.115,5.188,5.196,45.74,45.74,1.59,60.91,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.188,5.261,5.294,26.18,86.18,23.43,28.13,5.14,0.106,0.059,47.33,54.87,5.188,5.196,5.277,5.294,45.74,45.74,0.51,71.92,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.294,5.326,5.383,29.77,73.83,20.07,31.99,4.41,0.089,0.042,54.87,50.25,5.277,5.294,5.392,5.408,49.57,50.25,1.03,79.58,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"6" ,5.670,5.701,5.709,10.38,23.19,6.31,11.15,1.38,0.039,0.028,130.96,156.92,5.538,5.546,5.709,5.709,130.96,156.78,0.33,161.81,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"7" ,5.881,5.963,5.996,88.97,367.84,100.00,95.61,21.95,0.115,0.110,160.20,197.57,5.873,5.873,6.029,6.029,157.13,157.13,0.86,246.10,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"8" ,5.996,6.029,6.037,49.45,110.73,30.10,53.14,6.61,0.041,0.025,197.57,194.14,6.021,6.021,6.046,6.046,157.13,157.13,2.03,206.58,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"9" ,6.037,6.087,6.120,74.76,247.48,67.28,80.34,14.77,0.082,0.067,194.14,165.71,6.046,6.046,6.120,6.128,157.13,157.13,1.00,231.88,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"10" ,6.120,6.153,6.178,68.07,153.63,41.77,73.15,9.17,0.058,0.049,165.71,192.14,6.120,6.128,6.178,6.186,157.13,157.13,1.00,225.20,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"11" ,6.178,6.211,6.236,74.33,202.79,55.13,79.88,12.10,0.058,0.048,192.14,208.64,6.178,6.186,6.227,6.227,157.13,157.13,0.50,231.46,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"12" ,6.236,6.277,6.310,93.06,337.79,91.83,100.00,20.16,0.074,0.078,208.64,157.40,6.227,6.227,6.285,6.301,157.13,157.13,0.65,250.18,,,  ,185.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 59: m6Am 5.614: +ESI MRM Frag=166.0V CID@12.0 (296.1 -> 150.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,5.125,5.141,5.174,13.25,22.16,29.23,41.47,8.60,0.049,0.125,53.69,55.49,4.857,5.028,5.166,5.231,53.69,54.22,0.31,67.11,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.418,5.451,5.495,23.51,61.44,81.01,73.58,23.83,0.077,0.137,66.40,64.67,5.264,5.321,5.500,5.548,64.78,64.67,0.34,88.24,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"3" ,5.559,5.614,5.654,31.95,75.84,100.00,100.00,29.41,0.095,0.106,64.59,68.10,5.500,5.548,5.630,5.695,64.59,64.46,1.80,96.46,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"4" ,5.654,5.712,5.728,18.79,41.96,55.33,58.82,16.28,0.074,0.036,68.10,66.01,5.630,5.695,5.744,5.826,64.46,64.35,0.20,83.17,,,  ,150.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"5" ,5.924,5.981,6.024,18.48,56.43,74.40,57.83,21.89,0.100,0.061,76.89,90.78,5.744,5.826,5.990,6.056,76.03,90.78,1.34,102.96,,,  ,150.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 60: t6A 5.446: +ESI MRM Frag=166.0V CID@8.0 (413.0 -> 281.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,5.300,5.357,5.397,4394.65,13411.34,32.18,35.80,24.35,0.097,0.051,54.64,1429.70,5.251,5.300,5.397,5.406,54.64,54.64,1.23,4449.29,,,  ,281.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"2" ,5.397,5.446,5.642,12276.15,41675.21,100.00,100.00,75.65,0.244,0.051,1429.70,81.69,5.397,5.406,5.780,5.829,62.85,65.04,1.22,12339.43,,,  ,281.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 61: m62A 5.435: +ESI MRM Frag=166.0V CID@20.0 (296.0 -> 164.0) 04_A3.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d" ,"1" ,5.370,5.435,5.525,1439.83,4849.94,100.00,100.00,100.00,0.155,0.052,84.57,82.92,5.223,5.280,5.541,5.557,76.74,82.92,1.53,1519.17,,,  ,164.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\04_A3.d"," Cpd 62: io6A 5.561: +ESI MRM Frag=166.0V CID@12.0 (352.1 -> 220.0) 04_A3.d "
