"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,0.305,0.338,0.362,15.73,27.85,23.74,36.95,2.83,0.057,0.031,45.68,49.46,0.256,0.305,0.354,0.362,45.68,45.69,0.79,61.42,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,0.362,0.395,0.452,7.16,17.89,15.25,16.81,1.82,0.090,0.049,49.46,45.97,0.354,0.362,0.444,0.452,45.69,45.69,0.98,52.85,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,0.452,0.485,0.550,5.76,11.87,10.12,13.52,1.21,0.098,0.031,45.97,45.78,0.444,0.452,0.550,0.574,45.69,45.69,1.05,51.45,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,0.566,0.607,0.623,11.77,21.05,17.94,27.64,2.14,0.057,0.033,45.71,50.61,0.550,0.574,0.615,0.623,45.69,45.69,0.55,57.46,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,0.623,0.656,0.754,42.58,117.33,100.00,100.00,11.92,0.130,0.039,50.61,46.24,0.615,0.623,0.746,0.754,45.69,45.69,1.40,88.28,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,0.754,0.786,0.946,5.26,14.50,12.36,12.36,1.47,0.192,0.049,46.24,45.70,0.746,0.754,0.949,1.055,45.69,45.70,1.37,50.96,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,1.212,1.250,1.259,12.18,18.66,15.90,28.60,1.90,0.047,0.030,45.71,50.79,1.153,1.210,1.267,1.267,45.71,45.71,0.53,57.88,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,1.259,1.307,1.373,18.27,48.46,41.31,42.91,4.93,0.114,0.035,50.79,46.17,1.267,1.267,1.421,1.454,45.71,45.71,0.96,63.98,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,1.430,1.486,1.560,4.83,10.43,8.89,11.34,1.06,0.130,0.031,45.75,45.86,1.421,1.454,1.584,1.690,45.71,45.71,1.36,50.54,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,1.673,1.722,1.779,2.65,5.35,4.56,6.21,0.54,0.106,0.031,45.73,45.81,1.584,1.690,1.788,1.869,45.72,45.72,1.03,48.36,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,1.837,1.902,1.951,1.95,4.22,3.60,4.57,0.43,0.115,0.031,45.78,45.86,1.788,1.869,1.935,1.951,45.72,45.72,1.33,47.67,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"12" ,1.951,1.984,1.992,3.66,5.89,5.02,8.60,0.60,0.041,0.031,45.86,47.07,1.935,1.951,1.992,2.009,45.72,45.72,0.78,49.38,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"13" ,1.992,2.058,2.123,9.48,27.82,23.71,22.26,2.83,0.131,0.037,47.07,45.89,1.992,2.009,2.181,2.263,45.72,45.73,0.56,55.20,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"14" ,2.264,2.296,2.379,4.76,10.63,9.06,11.17,1.08,0.115,0.036,45.72,45.72,2.181,2.263,2.370,2.387,45.72,45.72,1.53,50.48,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"15" ,2.387,2.420,2.428,6.95,10.31,8.78,16.31,1.05,0.041,0.032,45.72,48.82,2.370,2.387,2.428,2.436,45.72,45.72,0.53,52.67,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"16" ,2.428,2.453,2.518,5.77,15.09,12.86,13.54,1.53,0.091,0.040,48.82,45.90,2.428,2.436,2.510,2.518,45.72,45.73,1.88,51.49,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"17" ,2.518,2.551,2.607,0.73,1.52,1.29,1.70,0.15,0.089,0.034,45.90,45.73,2.510,2.518,2.609,2.650,45.73,45.73,0.72,46.45,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"18" ,2.913,2.945,2.994,1.30,2.28,1.94,3.04,0.23,0.081,0.030,45.73,45.77,2.765,2.847,2.986,3.044,45.73,45.73,0.95,47.03,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"19" ,3.085,3.117,3.183,5.85,11.28,9.62,13.74,1.15,0.098,0.030,45.74,45.80,3.068,3.085,3.191,3.224,45.74,45.74,1.20,51.59,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"20" ,3.224,3.256,3.289,0.84,1.64,1.40,1.97,0.17,0.065,0.031,45.74,45.92,3.191,3.224,3.281,3.289,45.74,45.74,1.05,46.58,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"21" ,3.289,3.371,3.436,8.23,35.32,30.11,19.32,3.59,0.147,0.082,45.92,47.71,3.281,3.289,3.428,3.436,45.74,45.74,0.85,53.96,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"22" ,3.436,3.469,3.486,4.53,9.26,7.89,10.65,0.94,0.049,0.037,47.71,47.19,3.428,3.436,3.477,3.486,45.74,45.74,0.40,50.27,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"23" ,3.486,3.543,3.584,9.81,30.70,26.16,23.04,3.12,0.098,0.045,47.19,47.01,3.477,3.486,3.576,3.584,45.74,45.74,0.62,55.55,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"24" ,3.584,3.616,3.674,3.63,10.11,8.61,8.52,1.03,0.090,0.037,47.01,46.54,3.576,3.584,3.657,3.674,45.74,45.74,1.40,49.36,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"25" ,3.674,3.706,3.780,4.95,11.74,10.00,11.61,1.19,0.106,0.033,46.54,45.95,3.657,3.674,3.780,3.788,45.74,45.74,0.94,50.68,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"26" ,3.788,3.821,3.894,2.96,6.42,5.47,6.96,0.65,0.106,0.031,45.91,45.76,3.780,3.788,3.894,3.926,45.74,45.74,1.33,48.70,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"27" ,3.983,4.032,4.073,6.52,13.00,11.08,15.31,1.32,0.090,0.031,45.76,46.21,3.959,4.000,4.065,4.073,45.74,45.74,1.11,52.25,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"28" ,4.073,4.146,4.211,3.62,11.22,9.56,8.49,1.14,0.138,0.034,46.21,45.85,4.065,4.073,4.252,4.268,45.74,45.74,0.46,49.35,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"29" ,4.268,4.300,4.366,8.00,15.82,13.48,18.78,1.61,0.098,0.031,45.74,46.11,4.252,4.268,4.479,4.520,45.74,45.74,1.29,53.73,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"30" ,4.560,4.625,4.698,4.08,9.07,7.73,9.57,0.92,0.138,0.031,45.84,45.76,4.560,4.576,4.722,4.804,45.74,45.74,1.29,49.81,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"31" ,4.863,4.901,4.941,1.59,3.09,2.63,3.73,0.31,0.078,0.030,45.75,45.82,4.722,4.804,4.933,4.941,45.75,45.75,0.99,47.34,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"32" ,4.941,4.974,5.039,5.27,11.01,9.38,12.38,1.12,0.098,0.031,45.82,45.90,4.933,4.941,5.039,5.047,45.75,45.75,1.26,51.02,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"33" ,5.047,5.079,5.112,0.84,1.50,1.28,1.97,0.15,0.065,0.030,45.83,45.87,5.039,5.047,5.096,5.112,45.82,45.87,0.92,46.68,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"34" ,5.112,5.144,5.190,9.94,17.55,14.96,23.35,1.78,0.077,0.030,46.01,46.41,5.096,5.112,5.185,5.193,46.01,46.41,1.01,56.11,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"35" ,5.315,5.332,5.351,6.46,6.89,5.87,15.16,0.70,0.036,0.017,52.66,52.66,5.291,5.299,5.356,5.364,52.66,52.66,1.22,59.11,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"36" ,5.368,5.397,5.405,19.55,26.96,22.98,45.91,2.74,0.037,0.035,52.66,63.66,5.356,5.364,5.405,5.413,52.66,52.66,0.59,72.21,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"37" ,5.405,5.429,5.484,18.86,47.34,40.35,44.28,4.81,0.079,0.037,63.66,52.66,5.405,5.413,5.511,5.519,52.66,52.66,2.17,71.51,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"38" ,5.617,5.649,5.673,11.57,22.50,19.18,27.18,2.29,0.057,0.031,52.66,58.58,5.576,5.584,5.665,5.665,52.66,52.66,0.56,64.23,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"39" ,5.673,5.682,5.690,10.74,8.37,7.13,25.22,0.85,0.016,0.024,58.58,59.51,5.665,5.665,5.690,5.690,52.66,52.66,0.50,63.40,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"40" ,5.690,5.722,5.739,20.69,45.89,39.11,48.59,4.66,0.049,0.066,59.51,64.39,5.682,5.682,5.739,5.747,52.66,52.66,0.60,73.35,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"41" ,5.739,5.763,5.824,20.09,42.04,35.83,47.18,4.27,0.086,0.039,64.39,52.66,5.739,5.747,5.878,5.886,52.66,52.66,0.98,72.75,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"42" ,6.049,6.075,6.100,3.51,4.46,3.80,8.24,0.45,0.051,0.017,52.66,53.02,6.034,6.042,6.091,6.091,52.66,52.66,0.65,56.17,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"43" ,6.216,6.240,6.264,3.23,4.97,4.23,7.59,0.50,0.048,0.030,52.02,53.86,6.149,6.157,6.256,6.264,52.02,53.86,1.70,56.15,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"44" ,6.264,6.289,6.322,4.86,7.39,6.30,11.41,0.75,0.058,0.022,53.86,53.40,6.256,6.264,6.314,6.314,53.86,54.24,1.33,58.88,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"45" ,6.330,6.355,6.380,10.89,22.86,19.49,25.56,2.32,0.050,0.039,56.56,61.67,6.314,6.314,6.380,6.388,56.56,56.56,1.44,67.45,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"46" ,6.380,6.422,6.455,14.63,33.18,28.28,34.37,3.37,0.075,0.035,61.67,57.72,6.380,6.388,6.446,6.455,56.56,56.56,0.71,71.19,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"47" ,6.455,6.463,6.490,3.85,4.33,3.69,9.05,0.44,0.036,0.019,57.72,56.56,6.446,6.455,6.497,6.505,56.56,56.56,1.60,60.41,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"48" ,6.524,6.580,6.613,14.22,43.64,37.20,33.40,4.44,0.088,0.066,56.56,64.06,6.497,6.505,6.613,6.621,56.56,56.56,0.80,70.78,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"49" ,6.613,6.637,6.660,9.25,19.02,16.21,21.72,1.93,0.047,0.038,64.06,56.56,6.613,6.621,6.671,6.671,56.56,56.56,0.83,65.81,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"50" ,6.662,6.712,6.786,10.50,44.28,37.74,24.66,4.50,0.124,0.040,55.00,49.11,6.704,6.704,6.787,6.795,50.42,49.11,6.34,60.39,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"51" ,6.853,6.869,6.903,2.28,3.28,2.80,5.36,0.33,0.050,0.018,48.34,47.10,6.820,6.836,6.936,6.944,48.34,47.10,0.70,50.21,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"52" ,6.945,6.977,7.035,1.63,3.01,2.56,3.83,0.31,0.090,0.028,46.03,45.83,6.936,6.944,7.052,7.085,46.03,45.83,0.92,47.59,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"53" ,7.085,7.118,7.241,2.84,8.07,6.88,6.68,0.82,0.156,0.045,45.75,45.74,7.052,7.085,7.234,7.333,45.75,45.74,2.43,48.59,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"54" ,7.379,7.400,7.416,1.34,1.89,1.61,3.14,0.19,0.038,0.026,46.61,47.32,7.234,7.333,7.416,7.425,46.61,46.93,1.34,48.13,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"55" ,7.558,7.591,7.671,4.04,8.40,7.16,9.48,0.85,0.113,0.031,45.69,45.73,7.516,7.557,7.665,7.707,45.69,45.73,1.37,49.74,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"56" ,7.748,7.781,7.798,2.24,3.76,3.20,5.26,0.38,0.050,0.028,45.74,46.76,7.665,7.707,7.839,7.848,45.74,46.76,0.91,48.66,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"57" ,7.848,7.881,7.929,0.94,1.62,1.38,2.20,0.16,0.081,0.031,45.77,45.69,7.839,7.848,7.922,7.939,45.77,45.69,0.82,46.68,,,  ,377.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (459.0 -> 327.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,0.191,0.338,0.346,6.85,51.43,21.74,11.29,3.20,0.155,0.246,45.66,47.03,0.109,0.305,0.346,0.354,40.22,40.84,0.07,47.65,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,0.346,0.395,0.485,60.62,179.59,75.91,100.00,11.18,0.139,0.038,47.03,46.30,0.346,0.354,0.477,0.485,40.84,41.39,1.69,101.65,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,0.485,0.518,0.542,7.70,21.36,9.03,12.69,1.33,0.057,0.065,46.30,46.43,0.477,0.485,0.534,0.542,41.39,41.61,0.60,49.21,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,0.542,0.575,0.599,5.50,17.00,7.18,9.08,1.06,0.057,0.065,46.43,46.00,0.534,0.542,0.591,0.599,41.61,41.84,0.60,47.25,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,0.599,0.632,0.819,19.13,89.02,37.63,31.56,5.54,0.220,0.056,46.00,45.72,0.591,0.599,0.787,0.819,41.84,42.71,4.59,61.10,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,0.819,0.909,0.958,19.77,78.06,32.99,32.61,4.86,0.138,0.045,45.72,46.79,0.787,0.819,0.950,0.958,42.71,43.26,0.40,62.84,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,0.958,0.990,1.031,4.47,15.19,6.42,7.38,0.95,0.073,0.081,46.79,45.86,0.950,0.958,1.023,1.031,43.26,43.55,1.00,47.86,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,1.031,1.064,1.120,11.00,29.57,12.50,18.15,1.84,0.089,0.040,45.86,46.07,1.023,1.031,1.112,1.120,43.55,43.91,1.40,54.69,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,1.120,1.153,1.210,6.15,18.07,7.64,10.15,1.12,0.089,0.043,46.07,45.82,1.112,1.120,1.202,1.210,43.91,44.26,1.40,50.19,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,1.210,1.259,1.291,22.50,61.99,26.20,37.12,3.86,0.081,0.051,45.82,54.56,1.202,1.210,1.283,1.291,44.26,44.59,0.73,66.96,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,1.291,1.324,1.430,32.40,101.02,42.70,53.45,6.29,0.138,0.043,54.56,46.12,1.283,1.291,1.422,1.430,44.59,45.14,1.61,77.11,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"12" ,1.430,1.462,1.552,10.79,26.15,11.05,17.79,1.63,0.122,0.032,46.12,45.81,1.422,1.430,1.552,1.592,45.14,45.62,1.79,56.05,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"13" ,1.560,1.625,1.674,6.28,12.31,5.20,10.36,0.77,0.114,0.030,45.73,46.10,1.552,1.592,1.690,1.714,45.65,46.10,1.06,52.19,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"14" ,1.764,1.821,1.861,9.15,30.15,12.74,15.09,1.88,0.097,0.061,46.46,47.71,1.755,1.763,1.853,1.861,46.46,46.85,0.76,55.84,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"15" ,1.861,1.894,1.922,3.62,6.55,2.77,5.98,0.41,0.060,0.031,47.71,47.09,1.853,1.861,1.952,1.968,46.85,47.09,0.62,50.60,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"16" ,2.221,2.247,2.288,4.50,8.25,3.49,7.43,0.51,0.067,0.036,48.27,48.93,2.206,2.214,2.280,2.288,48.27,48.54,1.74,52.88,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"17" ,2.288,2.321,2.333,3.10,4.39,1.85,5.12,0.27,0.044,0.024,48.93,48.72,2.280,2.288,2.338,2.346,48.54,48.72,0.31,51.77,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"18" ,2.351,2.379,2.397,4.38,5.53,2.34,7.23,0.34,0.046,0.022,48.79,48.97,2.338,2.346,2.420,2.428,48.79,48.97,0.40,53.28,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"19" ,2.571,2.593,2.619,1.60,2.48,1.05,2.65,0.15,0.048,0.030,46.43,46.46,2.535,2.560,2.642,2.659,46.43,46.46,1.48,48.04,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"20" ,2.720,2.749,2.774,7.57,11.44,4.83,12.49,0.71,0.055,0.025,47.61,47.89,2.700,2.716,2.839,2.896,47.61,47.89,0.70,55.34,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"21" ,3.199,3.224,3.230,4.18,3.44,1.46,6.90,0.21,0.031,0.017,50.05,50.21,3.183,3.191,3.298,3.322,50.05,50.21,0.24,54.36,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"22" ,3.335,3.379,3.420,14.18,42.79,18.08,23.39,2.66,0.085,0.049,50.75,55.06,3.298,3.322,3.412,3.420,50.75,51.18,1.02,65.15,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"23" ,3.420,3.437,3.454,5.81,6.96,2.94,9.59,0.43,0.034,0.030,55.06,51.36,3.412,3.420,3.551,3.576,51.18,51.36,0.63,57.08,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"24" ,3.772,3.805,3.845,14.69,29.85,12.62,24.24,1.86,0.073,0.035,47.90,49.25,3.723,3.739,3.951,4.057,47.90,49.25,1.25,63.20,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"25" ,4.057,4.089,4.097,2.18,3.43,1.45,3.60,0.21,0.041,0.022,45.83,46.91,3.951,4.057,4.146,4.162,45.83,46.91,0.30,48.87,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"26" ,4.349,4.382,4.423,9.56,19.19,8.11,15.77,1.20,0.073,0.032,45.87,47.11,4.284,4.333,4.479,4.512,45.87,47.11,1.54,55.99,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"27" ,4.577,4.609,4.617,1.93,3.05,1.29,3.19,0.19,0.040,0.022,45.73,46.72,4.479,4.512,4.625,4.633,45.73,46.72,0.31,48.45,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"28" ,4.893,4.917,4.933,7.20,10.74,4.54,11.88,0.67,0.040,0.026,47.91,49.59,4.869,4.885,4.982,4.998,47.91,49.59,0.77,56.12,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"29" ,5.063,5.080,5.088,3.75,2.97,1.26,6.18,0.19,0.024,0.014,52.42,52.46,5.047,5.055,5.104,5.112,52.42,52.46,0.49,56.20,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"30" ,5.276,5.299,5.330,19.07,31.01,13.10,31.46,1.93,0.055,0.030,54.95,55.16,5.259,5.267,5.373,5.381,54.95,55.16,0.98,74.11,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"31" ,5.397,5.430,5.478,15.25,51.43,21.74,25.16,3.20,0.081,0.063,51.63,53.16,5.373,5.381,5.511,5.519,51.63,53.16,1.63,67.50,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"32" ,5.578,5.617,5.657,49.35,112.48,47.54,81.41,7.00,0.080,0.038,62.14,70.53,5.511,5.519,5.649,5.657,62.14,62.66,1.34,111.74,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"33" ,5.657,5.690,5.739,25.04,59.49,25.14,41.30,3.70,0.082,0.033,70.53,63.19,5.649,5.657,5.763,5.771,62.66,63.19,1.12,87.91,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"34" ,5.955,5.969,5.993,5.43,4.15,1.75,8.96,0.26,0.038,0.012,64.60,64.62,5.927,5.936,5.985,5.985,64.60,64.85,1.75,70.12,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"35" ,5.996,6.051,6.088,19.71,45.88,19.39,32.52,2.86,0.092,0.038,66.78,73.79,5.985,5.985,6.084,6.092,66.78,73.79,1.31,90.67,,,  ,327.0,,,,,,,,,,,
